,context_sentence,pair_ID,is_in_train,name,output_name,score
8056,MASK is an individual human being.,720,0,Esin Kaymaz,E ##sin Kay ##z,0.9690897464752197
8057,MASK is an individual human being.,720,1,Greg Norman,Greg Norman,0.9991850852966309
8058,MASK is an individual human being.,721,0,Christoph Kotter,Christoph Ko ##tter,0.9752385020256042
8059,MASK is an individual human being.,721,1,Sun Jian,Sun Ji ##an,0.9122530817985535
8060,MASK is an individual human being.,722,0,Billy Compton,Billy Compton,0.9989414811134338
8061,MASK is an individual human being.,722,1,Jim Hines,Jim Hi ##nes,0.9990224838256836
8062,MASK is an individual human being.,723,0,Yeshi Teshome,Yes ##hi Te ##sh ##ome,0.9767745733261108
8063,MASK is an individual human being.,723,1,Bernd Karbacher,Bern ##d Ka ##rb ##acher,0.9713655710220337
8064,MASK is an individual human being.,724,0,Joseph Dielle,Joseph Die ##lle,0.9985672831535339
8065,MASK is an individual human being.,724,1,Bobby Bonilla,Bobby Bon ##illa,0.9937904477119446
8066,MASK is an individual human being.,725,0,Vitaliano Ponti,Vita ##lian ##o Pont ##i,0.9652122259140015
8067,MASK is an individual human being.,725,1,Guus Hiddink,G ##u ##us Hi ##ddin ##k,0.8386524319648743
8068,MASK is an individual human being.,726,0,Jyoti Vennix,J ##yo ##ti V ##en ##ni ##x,0.8517221808433533
8069,MASK is an individual human being.,726,1,Kathy Etchingham,Kathy E ##tch ##ingham,0.9931670427322388
8070,MASK is an individual human being.,727,0,Yago Pico de Coaña,Ya ##go Pi ##co de Co ##a ##ña,0.9199817180633545
8071,MASK is an individual human being.,727,1,Sung-Hee Park,Sung - He ##e Park,0.8913284540176392
8072,MASK is an individual human being.,728,0,Sung-Kun Yim,Sung - Ku ##n Yi ##m,0.9079428315162659
8073,MASK is an individual human being.,728,1,Lindsay Davenport,Lindsay Davenport,0.9992130994796753
8074,MASK is an individual human being.,729,0,Tiziana Gaspa,T ##iz ##iana Gas ##pa,0.9367868304252625
8075,MASK is an individual human being.,729,1,Rob Enderle,Rob End ##er ##le,0.9852732419967651
8076,MASK is an individual human being.,730,0,Warren Spragg,Warren S ##pra ##gg,0.9605345129966736
8077,MASK is an individual human being.,730,1,Natalya Shikolenko,Natal ##ya Shi ##ko ##len ##ko,0.9667933583259583
8078,MASK is an individual human being.,731,0,Alan Heldman,Alan Held ##man,0.9972382187843323
8079,MASK is an individual human being.,731,1,Carlos Delgado,Carlos Del ##gado,0.999169647693634
8080,MASK is an individual human being.,732,0,Charlton Leighton,Charlton Leigh ##ton,0.9990808367729187
8081,MASK is an individual human being.,732,1,Robert Coughlan,Robert Co ##ugh ##lan,0.9867222905158997
8082,MASK is an individual human being.,733,0,Raymond Soukop,Raymond So ##uk ##op,0.9901619553565979
8083,MASK is an individual human being.,733,1,Bob Wickman,Bob W ##ick ##man,0.9800243377685547
8084,MASK is an individual human being.,734,0,Felicitas Schlarp,Fe ##licit ##as Sc ##hl ##ar ##p,0.9113578796386719
8085,MASK is an individual human being.,734,1,Filippo Veglio,Fi ##lip ##po V ##eg ##lio,0.9829220175743103
8086,MASK is an individual human being.,735,0,Franz Laumans,Franz Lau ##mans,0.9972352385520935
8087,MASK is an individual human being.,735,1,Lee Wan Wah,Lee Wan W ##ah,0.9410545825958252
8088,MASK is an individual human being.,736,0,Martin Taras,Martin Tara ##s,0.9961211681365967
8089,MASK is an individual human being.,736,1,Guy Whittingham,Guy W ##hit ##ting ##ham,0.9916111826896667
8090,MASK is an individual human being.,737,0,Giorgia Spinelli,G ##ior ##gia Spin ##elli,0.9034711122512817
8091,MASK is an individual human being.,737,1,Adrian Knup,Adrian K ##nu ##p,0.9874077439308167
8092,MASK is an individual human being.,738,0,Jess A. Millar,Jess A Mill ##ar,0.9975917339324951
8093,MASK is an individual human being.,738,1,Paul McGinley,Paul M ##c ##G ##in ##ley,0.9527204632759094
8094,MASK is an individual human being.,739,0,Francesco Matarrese,Francesco Mata ##rre ##se,0.9951087236404419
8095,MASK is an individual human being.,739,1,Javagal Srinath,Java ##gal Sri ##nath,0.9880411028862
8096,MASK is an individual human being.,740,0,of Frome,From ##e,0.8610777854919434
8097,MASK is an individual human being.,740,1,Heiko Szonn,He ##iko S ##zon ##n,0.9773635864257812
8098,MASK is an individual human being.,741,0,Tommi Johansson,Tom ##mi Johan ##sson,0.9470326900482178
8099,MASK is an individual human being.,741,1,Rodney Eyles,Rodney E ##yle ##s,0.9928125739097595
8100,MASK is an individual human being.,742,0,Earl Parker Hanson,Earl Parker Hanson,0.9971264004707336
8101,MASK is an individual human being.,742,1,Dally Randriantefy,Dal ##ly Rand ##rian ##te ##fy,0.9683079123497009
8102,MASK is an individual human being.,743,0,Abla Kammoun,A ##bla Ka ##mm ##ou ##n,0.9752249717712402
8103,MASK is an individual human being.,743,1,Phil Mickelson,Phil Mick ##els ##on,0.9963008761405945
8104,MASK is an individual human being.,744,0,Gevorg Aslanyan,G ##evo ##rg As ##lan ##yan,0.8793970942497253
8105,MASK is an individual human being.,744,1,Marco Giampaolo,Marco G ##iam ##pa ##olo,0.9942364692687988
8106,MASK is an individual human being.,745,0,Katherine Maud Annesley,Katherine Maud Anne ##sley,0.9984121918678284
8107,MASK is an individual human being.,745,1,Derek Ringer,Derek Ring ##er,0.9975689053535461
8108,MASK is an individual human being.,746,0,Joel Lean,Joel Lea ##n,0.9987581372261047
8109,MASK is an individual human being.,746,1,Loren Roberts,Lo ##ren Roberts,0.9722064137458801
8110,MASK is an individual human being.,747,0,Yasuaki Wada,Ya ##su ##aki W ##ada,0.8789920806884766
8111,MASK is an individual human being.,747,1,Jeff Wilson,Jeff Wilson,0.9993407726287842
8112,MASK is an individual human being.,748,0,Otho Gilbert,O ##th ##o Gilbert,0.9547865390777588
8113,MASK is an individual human being.,748,1,Marc Overmars,Marc Over ##mar ##s,0.9939807653427124
8114,MASK is an individual human being.,749,0,Vladimíra Bajanová,Vlad ##im ##í ##ra Baja ##nov ##á,0.8692246675491333
8115,MASK is an individual human being.,749,1,Jean-Paul Bruwier,Jean - Paul B ##ru ##wi ##er,0.9777323007583618
8116,MASK is an individual human being.,750,0,Benjamin Daniel Clark,Benjamin Daniel Clark,0.998153030872345
8117,MASK is an individual human being.,750,1,Kevin Mitchell,Kevin Mitchell,0.9994661211967468
8118,MASK is an individual human being.,751,0,Henry David Leslie,Henry David Leslie,0.9979001879692078
8119,MASK is an individual human being.,751,1,Gaston Taument,Gaston Tau ##ment,0.9979026913642883
8120,MASK is an individual human being.,752,0,Ferdinand-Joseph de Cupis Camargo,Ferdinand - Joseph de Cup ##is Cam ##ar ##go,0.9677258729934692
8121,MASK is an individual human being.,752,1,Andy Benes,Andy Ben ##es,0.9986760020256042
8122,MASK is an individual human being.,753,0,Margit Kisteleki,Mar ##git Ki ##ste ##le ##ki,0.968671977519989
8123,MASK is an individual human being.,753,1,Giuseppe Citterio,Giuseppe C ##itte ##rio,0.9984855055809021
8124,MASK is an individual human being.,754,0,Rudolph Hoffmann,Rudolph Hoffmann,0.9993271231651306
8125,MASK is an individual human being.,754,1,Josh Kronfeld,Josh K ##ron ##feld,0.9779019951820374
8126,MASK is an individual human being.,755,0,Stefaan Van Bossele,St ##ef ##aan Van Boss ##ele,0.9773883819580078
8127,MASK is an individual human being.,755,1,Thomas Bscher,Thomas B ##scher,0.9927199482917786
8128,MASK is an individual human being.,756,0,Elizabeth Twining,Elizabeth Twin ##ing,0.9981477856636047
8129,MASK is an individual human being.,756,1,Itamar Rabinovich,It ##ama ##r Ra ##bino ##vich,0.9842495322227478
8130,MASK is an individual human being.,757,0,Manhua Zuo,Man ##hua Z ##uo,0.7603961825370789
8131,MASK is an individual human being.,757,1,Gheorghe Funar,G ##he ##or ##gh ##e Fun ##ar,0.8397638201713562
8132,MASK is an individual human being.,758,0,Sergi Regot,Ser ##gi Reg ##ot,0.9673938751220703
8133,MASK is an individual human being.,758,1,Del Harris,Del Harris,0.9988260865211487
8134,MASK is an individual human being.,759,0,Joel H. Reynolds,Joel H Reynolds,0.9974897503852844
8135,MASK is an individual human being.,759,1,Marcio Santos,Marc ##io Santos,0.9936180710792542
8136,MASK is an individual human being.,760,0,F. Isidore,F . Is ##ido ##re,0.9504410624504089
8137,MASK is an individual human being.,760,1,Neil Fairbrother,Neil Fair ##bro ##ther,0.9920167326927185
8138,MASK is an individual human being.,761,0,Dumitru Vitcu,Du ##mit ##ru V ##it ##cu,0.9553269743919373
8139,MASK is an individual human being.,761,1,Cy Young,Cy Young,0.9991186857223511
8140,MASK is an individual human being.,762,0,Sven D Sommerfeld,Sven D So ##mmer ##feld,0.9887123107910156
8141,MASK is an individual human being.,762,1,Sandra Cacic,Sandra C ##ac ##ic,0.9811588525772095
8142,MASK is an individual human being.,763,0,Har Charan Singh Dhody,Ha ##r Cha ##ran Singh D ##ho ##dy,0.9297354221343994
8143,MASK is an individual human being.,763,1,Nick Knight,Nick Knight,0.9990390539169312
8144,MASK is an individual human being.,764,0,James Lykens,James L ##yke ##ns,0.9985464811325073
8145,MASK is an individual human being.,764,1,Garret Anderson,G ##ar ##ret Anderson,0.8047771453857422
8146,MASK is an individual human being.,765,0,Milton G. Rector,Milton G Rector,0.9977156519889832
8147,MASK is an individual human being.,765,1,Collin Dugmore,Collin Du ##g ##more,0.9323962926864624
8148,MASK is an individual human being.,766,0,Barna Papucsek,Bar ##na Pa ##pu ##cs ##ek,0.9573716521263123
8149,MASK is an individual human being.,766,1,Davidson Ezinwa,Davidson E ##zin ##wa,0.9769411683082581
8150,MASK is an individual human being.,767,0,Kenneth S Stephenson,Kenneth S Stephenson,0.9948880672454834
8151,MASK is an individual human being.,767,1,Natalya Voronova,Natal ##ya V ##oro ##nova,0.9829222559928894
8152,MASK is an individual human being.,768,0,Halimah Yacob,Hal ##ima ##h Ya ##co ##b,0.9873208403587341
8153,MASK is an individual human being.,768,1,Mariaan de Swardt,Maria ##an de S ##ward ##t,0.99033123254776
8154,MASK is an individual human being.,769,0,Rudy Limon,Rudy Lim ##on,0.9985866546630859
8155,MASK is an individual human being.,769,1,Mathias Ntawulikura,Mathias N ##ta ##wu ##lik ##ura,0.9766175150871277
8156,MASK is an individual human being.,770,0,Pier Alda Ferrari,Pier Al ##da Ferrari,0.9980975389480591
8157,MASK is an individual human being.,770,1,Jiang Zemin,Jiang Z ##em ##in,0.8430889844894409
8158,MASK is an individual human being.,771,0,Richard Knoch,Richard K ##no ##ch,0.9943660497665405
8159,MASK is an individual human being.,771,1,Gordon Parsons,Gordon Parsons,0.9990854859352112
8160,MASK is an individual human being.,772,0,Luis Vicente de Aguinaga,Luis Vicente de A ##guin ##aga,0.9939792156219482
8161,MASK is an individual human being.,772,1,Loyola de Palacio,Loyola de Pa ##la ##cio,0.8556402325630188
8162,MASK is an individual human being.,773,0,John William Laurie,John William Laurie,0.9965607523918152
8163,MASK is an individual human being.,773,1,Samson Kitur,Samson Kit ##ur,0.9924457669258118
8164,MASK is an individual human being.,774,0,Anne Hantusch,Anne Han ##tus ##ch,0.9917237758636475
8165,MASK is an individual human being.,774,1,Ricky Ponting,Ricky Pont ##ing,0.9951891899108887
8166,MASK is an individual human being.,775,0,Ariaranee Gnanathasan,Aria ##rane ##e G ##nan ##ath ##asa ##n,0.9594460725784302
8167,MASK is an individual human being.,775,1,Avraham Tamir,A ##v ##am Tam ##ir,0.9034003019332886
8168,MASK is an individual human being.,776,0,Susanne Jetzelsberger,Susan ##ne Jet ##zel ##sberg ##er,0.9696812033653259
8169,MASK is an individual human being.,776,1,Alberto Costa,Alberto Costa,0.9991608262062073
8170,MASK is an individual human being.,777,0,Pierre Richet,Pierre Rich ##et,0.9987123012542725
8171,MASK is an individual human being.,777,1,Hasely Crawford,Has ##ely Crawford,0.9771463871002197
8172,MASK is an individual human being.,778,0,Aung Khin,Au ##ng K ##hin,0.9252814054489136
8173,MASK is an individual human being.,778,1,John Deere,John Deer ##e,0.9865493178367615
8174,MASK is an individual human being.,779,0,Shu Ruan,Shu R ##uan,0.7821363806724548
8175,MASK is an individual human being.,779,1,Zdenek Svoboda,Z ##den ##ek S ##vo ##bo ##da,0.9396158456802368
8176,MASK is an individual human being.,780,0,Liza Kos,Liza Ko ##s,0.9828416705131531
8177,MASK is an individual human being.,780,1,Ed de Goey,Ed de Go ##ey,0.9932005405426025
8178,MASK is an individual human being.,781,0,Philip Honywood,Philip Hon ##y ##wood,0.9970218539237976
8179,MASK is an individual human being.,781,1,Eduardo Romero,Eduardo Romero,0.9992373585700989
8180,MASK is an individual human being.,782,0,Michel Mirabail,Michel Mira ##ba ##il,0.8630076050758362
8181,MASK is an individual human being.,782,1,Patsy Kensit,Pat ##sy Ken ##si ##t,0.9529539346694946
8182,MASK is an individual human being.,783,0,Wan-Gi Hong,Wan - G ##i Hong,0.799279510974884
8183,MASK is an individual human being.,783,1,Giuseppe Citterio,Giuseppe C ##itte ##rio,0.9984855055809021
8184,MASK is an individual human being.,784,0,Carveth Wells,Car ##vet ##h Wells,0.9349380731582642
8185,MASK is an individual human being.,784,1,Luke Jensen,Luke Jensen,0.9990016222000122
8186,MASK is an individual human being.,785,0,Fabian Zenker,Fabian Zen ##ker,0.9987589716911316
8187,MASK is an individual human being.,785,1,William Weld,William We ##ld,0.9988633990287781
8188,MASK is an individual human being.,786,0,Andrey Zolotaryov,Andre ##y Z ##olo ##tary ##ov,0.9923174381256104
8189,MASK is an individual human being.,786,1,Tom Daschle,Tom Das ##ch ##le,0.9916675686836243
8190,MASK is an individual human being.,787,0,Max Keiser,Max Ke ##iser,0.9933382868766785
8191,MASK is an individual human being.,787,1,Pete Wilson,Pete Wilson,0.9992570281028748
8192,MASK is an individual human being.,788,0,Kármán Gizi,K ##á ##án G ##iz ##i,0.8914353847503662
8193,MASK is an individual human being.,788,1,Sergi Barjuan,Ser ##gi Bar ##ju ##an,0.9692069888114929
8194,MASK is an individual human being.,789,0,Miguel de Herrera,Miguel de Herrera,0.9991767406463623
8195,MASK is an individual human being.,789,1,Brad Clontz,Brad C ##lon ##tz,0.9843403100967407
8196,MASK is an individual human being.,790,0,Kirill Dyakonov,Ki ##rill D ##ya ##kon ##ov,0.9809989333152771
8197,MASK is an individual human being.,790,1,Kate Michelman,Kate Michel ##man,0.9967257976531982
8198,MASK is an individual human being.,791,0,Scott Phillips,Scott Phillips,0.9992666840553284
8199,MASK is an individual human being.,791,1,Jorge Costa,Jorge Costa,0.9990516901016235
8200,MASK is an individual human being.,792,0,Philip T. Reeker,Philip T Re ##ek ##er,0.9954820871353149
8201,MASK is an individual human being.,792,1,Bachirou Salou,Bach ##iro ##u Sal ##ou,0.9665788412094116
8202,MASK is an individual human being.,793,0,Astrid Lindgren,As ##tri ##d Lin ##d ##gren,0.9276943206787109
8203,MASK is an individual human being.,793,1,Paul Malin,Paul Mali ##n,0.9962561726570129
8204,MASK is an individual human being.,794,0,Edward Tindale,Edward Tin ##dale,0.9942073822021484
8205,MASK is an individual human being.,794,1,Ahmed Mestiri,Ahmed Me ##st ##iri,0.9851177930831909
8206,MASK is an individual human being.,795,0,Llazar Haxhinasto,L ##la ##zar Ha ##x ##hin ##ast ##o,0.9694388508796692
8207,MASK is an individual human being.,795,1,Jana Kandarr,Jana Ka ##nda ##rr,0.9822400808334351
8208,MASK is an individual human being.,796,0,Gadir Rustamov,G ##adi ##r R ##ust ##amo ##v,0.9641784429550171
8209,MASK is an individual human being.,796,1,Michael Tebbutt,Michael Te ##bb ##utt,0.9921959638595581
8210,MASK is an individual human being.,797,0,Samuel John Sutton,Samuel John Sutton,0.9978762269020081
8211,MASK is an individual human being.,797,1,Mark Petkovsek,Mark Pet ##kov ##se ##k,0.98765629529953
8212,MASK is an individual human being.,798,0,Charles Charlie Ware,Charles Charlie Ware,0.9962018132209778
8213,MASK is an individual human being.,798,1,Qiang Hong,Qi ##ang Hong,0.904538631439209
8214,MASK is an individual human being.,799,0,Hans Floretta,Hans F ##lore ##tta,0.9984666109085083
8215,MASK is an individual human being.,799,1,Scott McGrory,Scott M ##c ##G ##ro ##ry,0.8803694844245911
8216,MASK is an individual human being.,800,0,José Manuel Garita,José Manuel G ##ari ##ta,0.9933613538742065
8217,MASK is an individual human being.,800,1,Julia Vaquero,Julia V ##aque ##ro,0.9969377517700195
8218,MASK is an individual human being.,801,0,Muferet Erguven,Mu ##fer ##et E ##rg ##uve ##n,0.8502370119094849
8219,MASK is an individual human being.,801,1,Isaac Viciosa,Isaac Vic ##ios ##a,0.9971223473548889
8220,MASK is an individual human being.,802,0,John Whitelaw,John White ##law,0.9989364147186279
8221,MASK is an individual human being.,802,1,Craig Matthews,Craig Matthews,0.999336838722229
8222,MASK is an individual human being.,803,0,Christian Chandler,Christian Chandler,0.9989169836044312
8223,MASK is an individual human being.,803,1,Yuri Nikiforov,Yuri Nik ##if ##oro ##v,0.985689640045166
8224,MASK is an individual human being.,804,0,Irina Zhuravleva,I ##rina Zhu ##ra ##v ##lev ##a,0.9097656011581421
8225,MASK is an individual human being.,804,1,Ed Vosberg,Ed V ##os ##berg,0.9588571786880493
8226,MASK is an individual human being.,805,0,David M Thompson,David M Thompson,0.9959829449653625
8227,MASK is an individual human being.,805,1,Jyrki Lumme,J ##yr ##ki Lu ##mme,0.9059823155403137
8228,MASK is an individual human being.,806,0,Arthur W. Wallace,Arthur W Wallace,0.9968276023864746
8229,MASK is an individual human being.,806,1,Hal Morris,Hal Morris,0.9992703199386597
8230,MASK is an individual human being.,807,0,Friedrich Klenke,Friedrich K ##len ##ke,0.9892104864120483
8231,MASK is an individual human being.,807,1,Ryszard Wieczorek,R ##ys ##zard W ##ie ##cz ##ore ##k,0.9290242195129395
8232,MASK is an individual human being.,808,0,Viorica Adamová,V ##ior ##ica Adam ##ová,0.836338222026825
8233,MASK is an individual human being.,808,1,Michael Posner,Michael Po ##sner,0.986457109451294
8234,MASK is an individual human being.,809,0,Dilshad Nathoo,Di ##had Nat ##ho ##o,0.9241544008255005
8235,MASK is an individual human being.,809,1,Anders Forsbrand,Anders For ##s ##brand,0.9972120523452759
8236,MASK is an individual human being.,810,0,Nicola Todeschini,Nicola To ##des ##chin ##i,0.9720205068588257
8237,MASK is an individual human being.,810,1,Alexander Popov,Alexander Pop ##ov,0.9903578758239746
8238,MASK is an individual human being.,811,0,Lei Jiatai,Le ##i Ji ##ata ##i,0.7304238080978394
8239,MASK is an individual human being.,811,1,Gerard Kiely,Gerard Kiel ##y,0.9992671012878418
8240,MASK is an individual human being.,812,0,Alondes Williams,Al ##ond ##es Williams,0.9780852794647217
8241,MASK is an individual human being.,812,1,Pam Shriver,Pam Shri ##ver,0.9726124405860901
8242,MASK is an individual human being.,813,0,Janie Chang,Jan ##ie Chang,0.9712452292442322
8243,MASK is an individual human being.,813,1,Marcos Ondruska,Marcos On ##dr ##usk ##a,0.9505874514579773
8244,MASK is an individual human being.,814,0,Sandra Wagner,Sandra Wagner,0.9993377923965454
8245,MASK is an individual human being.,814,1,Tim Belcher,Tim Bel ##cher,0.9993810057640076
8246,MASK is an individual human being.,815,0,Miranda Buckle,Miranda Buck ##le,0.998479425907135
8247,MASK is an individual human being.,815,1,Andrew Coltart,Andrew Colt ##art,0.9992281794548035
8248,MASK is an individual human being.,816,0,Leslie Ballamy,Leslie Ball ##am ##y,0.9893324971199036
8249,MASK is an individual human being.,816,1,Chandra Sturrup,Chandra St ##ur ##rup,0.9273216128349304
8250,MASK is an individual human being.,817,0,Shinji Iwata,Shin ##ji I ##wat ##a,0.9906828999519348
8251,MASK is an individual human being.,817,1,Svetlana Zalevskaya,S ##vet ##lana Z ##ale ##v ##skaya,0.8839209675788879
8252,MASK is an individual human being.,818,0,Paul K. Byrne,Paul K Byrne,0.9986293911933899
8253,MASK is an individual human being.,818,1,Pierre-Henri Raphanel,Pierre - Henri Rap ##hane ##l,0.9440142512321472
8254,MASK is an individual human being.,819,0,Bahri Abdurrahmani,Ba ##hr ##i Abd ##rah ##mani,0.9600479602813721
8255,MASK is an individual human being.,819,1,Steve Stricker,Steve St ##rick ##er,0.981186032295227
8256,MASK is an individual human being.,820,0,Zuzana Vaidová,Z ##uza ##na V ##aid ##ová,0.9208980202674866
8257,MASK is an individual human being.,820,1,Marlene Thomsen,Mar ##lene Thom ##sen,0.9605790972709656
8258,MASK is an individual human being.,821,0,Li Chonghuan,Li Cho ##ng ##hua,0.7886701822280884
8259,MASK is an individual human being.,821,1,Orlando Miller,Orlando Miller,0.9991655349731445
8260,MASK is an individual human being.,822,0,Ines Reyero,In ##es Rey ##ero,0.9772012233734131
8261,MASK is an individual human being.,822,1,Kennedy Ochieng,Kennedy O ##chi ##eng,0.9926871061325073
8262,MASK is an individual human being.,823,0,Nesreen A A Shehata,N ##es ##reen A A She ##hat ##a,0.8998003602027893
8263,MASK is an individual human being.,823,1,Cecil Mamiit,Cecil Ma ##mi ##it,0.9851670265197754
8264,MASK is an individual human being.,824,0,Said Chengriha,Said Cheng ##ri ##ha,0.9764465093612671
8265,MASK is an individual human being.,824,1,Zubair Jahan Khan,Z ##uba ##ir J ##ahan Khan,0.9015049338340759
8266,MASK is an individual human being.,825,0,Jaime Grutzendler,Jaime G ##ru ##tz ##end ##ler,0.9833112359046936
8267,MASK is an individual human being.,825,1,Marc Dollendorf,Marc Doll ##end ##orf,0.9752349257469177
8268,MASK is an individual human being.,826,0,Selah R. Hobbie,Se ##lah R Ho ##bb ##ie,0.9792294502258301
8269,MASK is an individual human being.,826,1,Brenden Pappas,B ##ren ##den Pa ##ppa ##s,0.896604597568512
8270,Is MASK your name?,0,0,Wendell Jordan S. Krieg,Wendell Jordan S K ##rie ##g,0.9506056308746338
8271,Is MASK your name?,0,1,Carsten Wolf,Cars ##ten Wolf,0.9341595768928528
8272,Is MASK your name?,1,0,Pete Friesen,Pete Fr ##ies ##en,0.9701030254364014
8273,Is MASK your name?,1,1,Michel Bourlet,Michel Bo ##ur ##let,0.9780128002166748
8274,Is MASK your name?,2,0,Ilona Juhász,Il ##ona Ju ##h ##ás ##z,0.9544987082481384
8275,Is MASK your name?,2,1,Franz Konrad,Franz Konrad,0.9979301691055298
8276,Is MASK your name?,3,0,Lucas Bretón,Lucas B ##ret ##ón,0.989768922328949
8277,Is MASK your name?,3,1,Jonty Rhodes,Jon ##ty Rhodes,0.9873515963554382
8278,Is MASK your name?,4,0,Emilie Lamprecht,Emil ##ie Lam ##p ##recht,0.9479962587356567
8279,Is MASK your name?,4,1,Brian De Palma,Brian De Palma,0.9950947761535645
8280,Is MASK your name?,5,0,Sandro Link,Sand ##ro Link,0.9550711512565613
8281,Is MASK your name?,5,1,Jean-Pierre Cyprien,Jean - Pierre Cy ##p ##rien,0.9680736660957336
8282,Is MASK your name?,6,0,Scott Free,Scott Free,0.996173620223999
8283,Is MASK your name?,6,1,Roberto Baggio,Roberto Ba ##ggio,0.9899938702583313
8284,Is MASK your name?,7,0,Anne Chapin,Anne Cha ##pin,0.984965980052948
8285,Is MASK your name?,7,1,Michael Hubner,Michael Hu ##bner,0.9894070625305176
8286,Is MASK your name?,8,0,Caroline Mary French,Caroline Mary French,0.9870759844779968
8287,Is MASK your name?,8,1,Brad Ausmus,Brad Au ##smus,0.9789983630180359
8288,Is MASK your name?,9,0,Ursula Wachholz,Ursula W ##ach ##hol ##z,0.9558499455451965
8289,Is MASK your name?,9,1,George Hincapie,George Hi ##nc ##ap ##ie,0.8121596574783325
8290,Is MASK your name?,10,0,Derbew Fikadu Berhe,Der ##be ##w Fi ##ka ##du Be ##r ##he,0.8250417709350586
8291,Is MASK your name?,10,1,Ray Durham,Ray Durham,0.9979724884033203
8292,Is MASK your name?,11,0,Kayue Daniel Wong,Kay ##ue Daniel Wong,0.9717372059822083
8293,Is MASK your name?,11,1,Leander Paes,Lea ##nder Pa ##es,0.9832994937896729
8294,Is MASK your name?,12,0,Michal Krajnik,Mi ##chal K ##raj ##nik,0.9762771725654602
8295,Is MASK your name?,12,1,Sabine Hack,Sabine Ha ##ck,0.9223434329032898
8296,Is MASK your name?,13,0,Gennady Chebotaryov,Gen ##na ##dy Ch ##eb ##ota ##ryo ##v,0.9694141149520874
8297,Is MASK your name?,13,1,Cheah Soon Kit,Ch ##ea ##h Soon Kit,0.8220291137695312
8298,Is MASK your name?,14,0,Rosemond Tuve,Rose ##mond Tu ##ve,0.9611073136329651
8299,Is MASK your name?,14,1,Dick Spring,Dick Spring,0.9971098899841309
8300,Is MASK your name?,15,0,Kynsailang Khongsit,K ##yn ##sai ##lang K ##hong ##si ##t,0.6212344169616699
8301,Is MASK your name?,15,1,Federico Colonna,Federico Col ##on ##na,0.9832003712654114
8302,Is MASK your name?,16,0,Camila M Maroneze,Cam ##ila M Mar ##one ##ze,0.9529964327812195
8303,Is MASK your name?,16,1,Ann Stephens,Ann Stephens,0.9979500770568848
8304,Is MASK your name?,17,0,Yan Lun,Yan Lu,0.9903907775878906
8305,Is MASK your name?,17,1,Derek Crookes,Derek C ##rook ##es,0.9717673063278198
8306,Is MASK your name?,18,0,Chiquita Gayle Heathcote Scott,Chi ##qui ##ta Gay ##le Heath ##cote Scott,0.9699085354804993
8307,Is MASK your name?,18,1,Wataru Kubo,W ##ata ##ru Ku ##bo,0.9246035814285278
8308,Is MASK your name?,19,0,David R. Adamson,David R Adams ##on,0.9920105338096619
8309,Is MASK your name?,19,1,Alberto Berasategui,Alberto Be ##ras ##ate ##gu ##i,0.916342556476593
8310,Is MASK your name?,20,0,Saamer Usmani,Sa ##ame ##r Us ##mani,0.9568568468093872
8311,Is MASK your name?,20,1,Peter Johansson,Peter Johan ##sson,0.9871537089347839
8312,Is MASK your name?,21,0,Snyder Rini,Snyder R ##ini,0.9421517252922058
8313,Is MASK your name?,21,1,Yasser Arafat,Ya ##sser Ara ##fa ##t,0.9253233075141907
8314,Is MASK your name?,22,0,Brigitte Bruch,B ##rig ##itte B ##ru ##ch,0.880584716796875
8315,Is MASK your name?,22,1,Samuel Graham,Samuel Graham,0.9902737140655518
8316,Is MASK your name?,23,0,Andrea Gawrich,Andrea G ##aw ##rich,0.9840443134307861
8317,Is MASK your name?,23,1,Fanie de Villiers,Fan ##ie de V ##illiers,0.9833831787109375
8318,Is MASK your name?,24,0,Syver Kristiansen,S ##y ##ver Kris ##tian ##sen,0.8406314849853516
8319,Is MASK your name?,24,1,Tom Steels,Tom Steel ##s,0.9542906284332275
8320,Is MASK your name?,25,0,Laili Soleimani,Lai ##li Sol ##eim ##ani,0.9799695014953613
8321,Is MASK your name?,25,1,Ashia Hansen,Ash ##ia Hansen,0.8855679631233215
8322,Is MASK your name?,26,0,Sizelia Souza Gomes,Si ##zel ##ia So ##uza Go ##mes,0.9827579259872437
8323,Is MASK your name?,26,1,Eric Bernard,Eric Bernard,0.9972333312034607
8324,Is MASK your name?,27,0,Joyce de Botetourt,Joyce de Bo ##te ##tour ##t,0.8692490458488464
8325,Is MASK your name?,27,1,Juan Curuchet,Juan C ##uru ##chet,0.9775378704071045
8326,Is MASK your name?,28,0,Brian George Richard Neville,Brian George Richard Neville,0.995806097984314
8327,Is MASK your name?,28,1,Sandra Dopfer,Sandra Do ##pf ##er,0.9129459857940674
8328,Is MASK your name?,29,0,Anton Schoth,Anton Sc ##hot ##h,0.9856929779052734
8329,Is MASK your name?,29,1,Peter Nicol,Peter Nico ##l,0.9970834255218506
8330,Is MASK your name?,30,0,Jean-Christophe Martinez,Jean - Christophe Martinez,0.9733257293701172
8331,Is MASK your name?,30,1,Mary Pierce,Mary Pierce,0.9960606098175049
8332,Is MASK your name?,31,0,Sylvie Narbey,S ##vie Na ##rb ##ey,0.8941612243652344
8333,Is MASK your name?,31,1,Bernardo Arce,Bernardo Arc ##e,0.9914204478263855
